schema_name,function_name,arguments,definition
private,can_view_conversation,target_conversation_id uuid,"CREATE OR REPLACE FUNCTION private.can_view_conversation(target_conversation_id uuid)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select exists (
    select 1
    from public.conversations as conversation

    where conversation.id =
          target_conversation_id

      and private.is_organization_member(
        conversation.organization_id
      )

      and (
        private.has_permission(
          conversation.organization_id,
          'conversations.read_all'
        )

        or (
          private.has_permission(
            conversation.organization_id,
            'conversations.read_assigned'
          )

          and (
            conversation.assigned_to =
              (select auth.uid())

            or conversation.created_by =
              (select auth.uid())
          )
        )

        or (
          conversation.assigned_to is null

          and private.has_permission(
            conversation.organization_id,
            'conversations.read_unassigned'
          )
        )
      )
  );
$function$
"
private,can_view_custom_field,target_field_id uuid,"CREATE OR REPLACE FUNCTION private.can_view_custom_field(target_field_id uuid)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select exists (
    select 1
    from public.custom_fields as field
    where field.id = target_field_id

      and (
        private.has_permission(
          field.organization_id,
          'custom_fields.read'
        )

        or private.has_permission(
          field.organization_id,
          'custom_fields.manage'
        )
      )

      and (
        field.is_active = true

        or private.has_permission(
          field.organization_id,
          'custom_fields.manage'
        )
      )

      and (
        field.pipeline_id is null

        or private.can_view_pipeline(
          field.pipeline_id
        )
      )
  );
$function$
"
private,can_view_lead,target_lead_id uuid,"CREATE OR REPLACE FUNCTION private.can_view_lead(target_lead_id uuid)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select exists (
    select 1
    from public.leads as lead

    where lead.id = target_lead_id

      and private.can_view_pipeline_stage(
        lead.stage_id
      )

      and (
        private.has_permission(
          lead.organization_id,
          'leads.read_all'
        )

        or (
          private.has_permission(
            lead.organization_id,
            'leads.read_assigned'
          )

          and private.is_current_user_linked_to_lead(
            lead.id,
            false
          )
        )

        or (
          lead.assigned_to is null

          and private.has_permission(
            lead.organization_id,
            'leads.read_unassigned'
          )
        )
      )
  );
$function$
"
private,can_view_pipeline,target_pipeline_id uuid,"CREATE OR REPLACE FUNCTION private.can_view_pipeline(target_pipeline_id uuid)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select exists (
    select 1
    from public.pipelines as pipeline
    where pipeline.id = target_pipeline_id
      and (
        private.has_permission(
          pipeline.organization_id,
          'pipelines.manage'
        )

        or (
          private.has_permission(
            pipeline.organization_id,
            'pipelines.read'
          )
          and private.has_permission(
            pipeline.organization_id,
            'leads.read_all'
          )
        )

        or (
          pipeline.status = 'active'
          and exists (
            select 1
            from public.pipeline_user_access as access
            where access.pipeline_id = pipeline.id
              and access.organization_id =
                  pipeline.organization_id
              and access.user_id = (select auth.uid())
          )
        )
      )
  );
$function$
"
private,can_view_pipeline_stage,target_stage_id uuid,"CREATE OR REPLACE FUNCTION private.can_view_pipeline_stage(target_stage_id uuid)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select exists (
    select 1
    from public.pipeline_stages as stage
    join public.pipelines as pipeline
      on pipeline.id = stage.pipeline_id
      and pipeline.organization_id =
          stage.organization_id
    where stage.id = target_stage_id
      and (
        private.has_permission(
          stage.organization_id,
          'pipelines.manage'
        )

        or (
          private.has_permission(
            stage.organization_id,
            'pipelines.read'
          )
          and private.has_permission(
            stage.organization_id,
            'leads.read_all'
          )
        )

        or exists (
          select 1
          from public.pipeline_user_access as pipeline_access
          where pipeline_access.pipeline_id =
                stage.pipeline_id
            and pipeline_access.user_id =
                (select auth.uid())
            and (
              pipeline_access.stage_scope = 'all'

              or exists (
                select 1
                from public.pipeline_stage_user_access
                  as stage_access
                where stage_access.stage_id = stage.id
                  and stage_access.pipeline_id =
                      stage.pipeline_id
                  and stage_access.user_id =
                      (select auth.uid())
              )
            )
        )
      )
  );
$function$
"
private,can_view_task,target_task_id uuid,"CREATE OR REPLACE FUNCTION private.can_view_task(target_task_id uuid)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select exists (
    select 1
    from public.tasks as task
    where task.id = target_task_id
      and (
        private.has_permission(
          task.organization_id,
          'tasks.read_all'
        )

        or (
          private.has_permission(
            task.organization_id,
            'tasks.read_own'
          )

          and (
            task.assigned_to = (select auth.uid())
            or task.created_by = (select auth.uid())
          )
        )
      )
  );
$function$
"
private,has_permission,"target_organization_id uuid, target_permission_code text","CREATE OR REPLACE FUNCTION private.has_permission(target_organization_id uuid, target_permission_code text)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select
    private.is_platform_admin()
    or exists (
      select 1
      from public.organization_members as member
      join public.roles as role
        on role.id = member.role_id
        and role.organization_id = member.organization_id
      join public.role_permissions as role_permission
        on role_permission.role_id = role.id
      join public.permissions as permission
        on permission.id = role_permission.permission_id
      where member.organization_id = target_organization_id
        and member.user_id = (select auth.uid())
        and member.status = 'active'
        and permission.code = target_permission_code
    );
$function$
"
private,hydrate_message_media_from_metadata,,"CREATE OR REPLACE FUNCTION private.hydrate_message_media_from_metadata()
 RETURNS trigger
 LANGUAGE plpgsql
 SET search_path TO ''
AS $function$
declare
  media jsonb;
begin
  if new.message_type in (
    'image',
    'audio',
    'video',
    'document'
  ) then
    media :=
      coalesce(
        new.metadata -> 'media',
        '{}'::jsonb
      );

    new.external_media_id :=
      coalesce(
        nullif(
          pg_catalog.btrim(
            new.external_media_id
          ),
          ''
        ),
        nullif(
          pg_catalog.btrim(
            media ->> 'id'
          ),
          ''
        )
      );

    new.mime_type :=
      coalesce(
        nullif(
          pg_catalog.btrim(
            new.mime_type
          ),
          ''
        ),
        nullif(
          pg_catalog.btrim(
            media ->> 'mime_type'
          ),
          ''
        )
      );

    new.file_name :=
      coalesce(
        nullif(
          pg_catalog.btrim(
            new.file_name
          ),
          ''
        ),
        nullif(
          pg_catalog.btrim(
            media ->> 'file_name'
          ),
          ''
        )
      );
  end if;

  return new;
end;
$function$
"
private,is_current_user_linked_to_lead,"target_lead_id uuid, require_edit_access boolean","CREATE OR REPLACE FUNCTION private.is_current_user_linked_to_lead(target_lead_id uuid, require_edit_access boolean DEFAULT false)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select exists (
    select 1
    from public.leads as lead
    where lead.id = target_lead_id

      and (
        lead.assigned_to = (select auth.uid())

        or lead.created_by = (select auth.uid())

        or exists (
          select 1
          from public.lead_shares as share
          where share.lead_id = lead.id
            and share.organization_id =
                lead.organization_id
            and share.user_id =
                (select auth.uid())

            and (
              require_edit_access = false
              or share.access_level = 'edit'
            )
        )
      )
  );
$function$
"
private,is_organization_admin,target_organization_id uuid,"CREATE OR REPLACE FUNCTION private.is_organization_admin(target_organization_id uuid)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select
    private.is_platform_admin()
    or exists (
      select 1
      from public.organization_members member
      join public.roles role
        on role.id = member.role_id
      where member.organization_id = target_organization_id
        and member.user_id = (select auth.uid())
        and member.status = 'active'
        and role.code = 'super_admin'
    );
$function$
"
private,is_organization_member,target_organization_id uuid,"CREATE OR REPLACE FUNCTION private.is_organization_member(target_organization_id uuid)
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select
    private.is_platform_admin()
    or exists (
      select 1
      from public.organization_members
      where organization_id = target_organization_id
        and user_id = (select auth.uid())
        and status = 'active'
    );
$function$
"
private,is_platform_admin,,"CREATE OR REPLACE FUNCTION private.is_platform_admin()
 RETURNS boolean
 LANGUAGE sql
 STABLE SECURITY DEFINER
 SET search_path TO ''
AS $function$
  select exists (
    select 1
    from public.profiles
    where id = (select auth.uid())
      and is_platform_admin = true
  );
$function$
"
private,notify_inbound_message,,"CREATE OR REPLACE FUNCTION private.notify_inbound_message()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  responsible_user_id uuid;
begin
  if new.direction <> 'inbound' then
    return new;
  end if;


  select assigned_to
  into responsible_user_id
  from public.conversations
  where id = new.conversation_id
    and organization_id =
        new.organization_id;


  if responsible_user_id is null then
    return new;
  end if;


  insert into public.notifications (
    organization_id,
    user_id,
    type,
    title,
    message,
    entity_type,
    entity_id,
    payload
  )
  values (
    new.organization_id,
    responsible_user_id,
    'conversation.message_received',
    'Nova mensagem recebida',
    case
      when new.body is not null
        then left(new.body, 180)
      else 'Nova mensagem no atendimento'
    end,
    'conversation',
    new.conversation_id,
    jsonb_build_object(
      'conversation_id',
      new.conversation_id,
      'message_id',
      new.id,
      'message_type',
      new.message_type
    )
  );

  return new;
end;
$function$
"
private,notify_task_assignment,,"CREATE OR REPLACE FUNCTION private.notify_task_assignment()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
begin
  if new.assigned_to is null then
    return new;
  end if;

  if tg_op = 'UPDATE'
     and new.assigned_to is not distinct from
         old.assigned_to then

    return new;
  end if;


  insert into public.notifications (
    organization_id,
    user_id,
    type,
    title,
    message,
    entity_type,
    entity_id,
    payload
  )
  values (
    new.organization_id,
    new.assigned_to,
    'task.assigned',
    'Nova tarefa atribuída',
    new.title,
    'task',
    new.id,
    jsonb_build_object(
      'task_id',
      new.id,
      'lead_id',
      new.lead_id,
      'starts_at',
      new.starts_at,
      'due_at',
      new.due_at,
      'priority',
      new.priority
    )
  );

  return new;
end;
$function$
"
private,prepare_conversation_record,,"CREATE OR REPLACE FUNCTION private.prepare_conversation_record()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
  lead_contact_id uuid;
begin
  actor_id := (select auth.uid());

  if new.subject is not null then
    new.subject := nullif(
      pg_catalog.btrim(new.subject),
      ''
    );
  end if;


  -- Quando houver lead, o contato precisa ser o mesmo.

  if new.lead_id is not null then

    select lead.contact_id
    into lead_contact_id
    from public.leads as lead
    where lead.id = new.lead_id
      and lead.organization_id =
          new.organization_id;

    if not found then
      raise exception
        'O lead informado não pertence à empresa.';
    end if;

    if new.contact_id <> lead_contact_id then
      raise exception
        'O contato da conversa não corresponde ao contato do lead.';
    end if;

  end if;


  -- O responsável precisa estar ativo na empresa.

  if new.assigned_to is not null
     and not exists (
       select 1
       from public.organization_members as member
       where member.organization_id =
             new.organization_id
         and member.user_id =
             new.assigned_to
         and member.status = 'active'
     ) then

    raise exception
      'O responsável pela conversa não está ativo na empresa.';

  end if;


  if tg_op = 'INSERT' then

    new.created_by := coalesce(
      actor_id,
      new.created_by
    );

    new.updated_by := coalesce(
      actor_id,
      new.updated_by,
      new.created_by
    );

  else

    new.organization_id :=
      old.organization_id;

    new.created_by :=
      old.created_by;

    new.updated_by := coalesce(
      actor_id,
      old.updated_by
    );

  end if;

  return new;
end;
$function$
"
private,prepare_custom_field_record,,"CREATE OR REPLACE FUNCTION private.prepare_custom_field_record()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
begin
  actor_id := (select auth.uid());

  new.name := pg_catalog.btrim(new.name);
  new.code := pg_catalog.lower(
    pg_catalog.btrim(new.code)
  );

  if tg_op = 'INSERT' then

    new.created_by := coalesce(
      actor_id,
      new.created_by
    );

  else

    new.organization_id :=
      old.organization_id;

    new.code :=
      old.code;

    new.created_by :=
      old.created_by;

  end if;

  return new;
end;
$function$
"
private,prepare_lead_record,,"CREATE OR REPLACE FUNCTION private.prepare_lead_record()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  stage_category text;
  stage_requires_value boolean;
  stage_requires_loss_reason boolean;
  contact_name text;
begin
  select
    stage.category,
    stage.requires_value,
    stage.requires_loss_reason
  into
    stage_category,
    stage_requires_value,
    stage_requires_loss_reason
  from public.pipeline_stages as stage
  where stage.id = new.stage_id
    and stage.pipeline_id = new.pipeline_id
    and stage.organization_id = new.organization_id
    and stage.is_active = true;

  if not found then
    raise exception
      'A etapa informada não pertence ao funil ou está inativa.';
  end if;

  if new.title is null
     or pg_catalog.btrim(new.title) = '' then

    select contact.full_name
    into contact_name
    from public.contacts as contact
    where contact.id = new.contact_id
      and contact.organization_id = new.organization_id;

    new.title := contact_name;
  end if;

  if stage_category = 'won' then
    if stage_requires_value
       and coalesce(new.estimated_value, 0) <= 0 then
      raise exception
        'Informe o valor da oportunidade antes de concluir como ganha.';
    end if;

    new.status := 'won';
    new.closed_at := coalesce(new.closed_at, now());
    new.lost_reason := null;

  elsif stage_category = 'lost' then
    if stage_requires_loss_reason
       and nullif(
         pg_catalog.btrim(new.lost_reason),
         ''
       ) is null then

      raise exception
        'Informe o motivo da perda antes de concluir como perdida.';
    end if;

    new.status := 'lost';
    new.closed_at := coalesce(new.closed_at, now());

  else
    new.status := 'open';
    new.closed_at := null;
    new.lost_reason := null;
  end if;

  if tg_op = 'INSERT' then
    new.created_by := coalesce(
      new.created_by,
      (select auth.uid())
    );

    new.updated_by := coalesce(
      new.updated_by,
      new.created_by,
      (select auth.uid())
    );

    new.last_activity_at := coalesce(
      new.last_activity_at,
      now()
    );

  else
    new.updated_by := coalesce(
      new.updated_by,
      (select auth.uid()),
      old.updated_by
    );

    if new.stage_id is distinct from old.stage_id
       or new.pipeline_id is distinct from old.pipeline_id
       or new.assigned_to is distinct from old.assigned_to then

      new.last_activity_at := now();
    end if;
  end if;

  return new;
end;
$function$
"
private,prepare_lead_tag_record,,"CREATE OR REPLACE FUNCTION private.prepare_lead_tag_record()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
begin
  new.assigned_by := coalesce(
    (select auth.uid()),
    new.assigned_by
  );

  return new;
end;
$function$
"
private,prepare_message_record,,"CREATE OR REPLACE FUNCTION private.prepare_message_record()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
  sender_name text;
  sender_role text;
begin
  actor_id := (select auth.uid());


  if not exists (
    select 1
    from public.conversations as conversation
    where conversation.id =
          new.conversation_id
      and conversation.organization_id =
          new.organization_id
  ) then

    raise exception
      'A conversa informada não pertence à empresa.';

  end if;


  if new.reply_to_message_id is not null
     and not exists (
       select 1
       from public.messages as replied_message
       where replied_message.id =
             new.reply_to_message_id
         and replied_message.organization_id =
             new.organization_id
         and replied_message.conversation_id =
             new.conversation_id
     ) then

    raise exception
      'A mensagem respondida pertence a outra conversa.';

  end if;


  if new.message_type in (
    'text',
    'template',
    'internal_note',
    'system'
  )
  and nullif(
    pg_catalog.btrim(new.body),
    ''
  ) is null then

    raise exception
      'Informe o conteúdo da mensagem.';

  end if;


  if new.message_type in (
    'image',
    'audio',
    'video',
    'document'
  )
  and new.external_media_id is null
  and new.media_storage_path is null then

    raise exception
      'Informe a mídia vinculada à mensagem.';

  end if;


  if new.direction = 'inbound' then

    new.sender_user_id := null;
    new.sender_name_snapshot := null;
    new.sender_role_snapshot := null;
    new.status := 'received';


  elsif new.direction = 'internal'
        and new.message_type = 'system'
        and actor_id is null
        and new.sender_user_id is null then

    new.sender_name_snapshot :=
      coalesce(
        new.sender_name_snapshot,
        'Sistema'
      );

    new.sender_role_snapshot :=
      coalesce(
        new.sender_role_snapshot,
        'Automação'
      );

    new.status := 'sent';


  else

    new.sender_user_id := coalesce(
      actor_id,
      new.sender_user_id
    );


    if new.sender_user_id is null then

      raise exception
        'Informe o usuário responsável pela mensagem.';

    end if;


    select
      profile.full_name,
      role.name
    into
      sender_name,
      sender_role
    from public.organization_members as member

    join public.profiles as profile
      on profile.id = member.user_id

    join public.roles as role
      on role.id = member.role_id

    where member.organization_id =
          new.organization_id
      and member.user_id =
          new.sender_user_id
      and member.status = 'active';


    if not found then

      raise exception
        'O remetente não está ativo na empresa.';

    end if;


    new.sender_name_snapshot :=
      coalesce(
        new.sender_name_snapshot,
        sender_name
      );

    new.sender_role_snapshot :=
      coalesce(
        new.sender_role_snapshot,
        sender_role
      );


    if new.direction = 'internal' then
      new.status := 'sent';
    end if;

  end if;

  return new;
end;
$function$
"
private,prepare_tag_record,,"CREATE OR REPLACE FUNCTION private.prepare_tag_record()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
begin
  actor_id := (select auth.uid());

  new.name := pg_catalog.btrim(new.name);
  new.code := pg_catalog.lower(
    pg_catalog.btrim(new.code)
  );

  if tg_op = 'INSERT' then

    new.created_by := coalesce(
      actor_id,
      new.created_by
    );

  else

    new.organization_id :=
      old.organization_id;

    new.code :=
      old.code;

    new.created_by :=
      old.created_by;

  end if;

  return new;
end;
$function$
"
private,prepare_task_record,,"CREATE OR REPLACE FUNCTION private.prepare_task_record()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
begin
  actor_id := (select auth.uid());

  new.title := pg_catalog.btrim(new.title);

  if tg_op = 'INSERT' then

    new.created_by := coalesce(
      actor_id,
      new.created_by
    );

    new.updated_by := coalesce(
      actor_id,
      new.updated_by,
      new.created_by
    );

  else

    new.organization_id :=
      old.organization_id;

    new.created_by :=
      old.created_by;

    new.updated_by := coalesce(
      actor_id,
      old.updated_by
    );

  end if;


  if new.status = 'completed' then

    new.completed_at := coalesce(
      new.completed_at,
      now()
    );

  else

    new.completed_at := null;

  end if;

  return new;
end;
$function$
"
private,record_conversation_assignment,,"CREATE OR REPLACE FUNCTION private.record_conversation_assignment()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
declare
  actor_id uuid;
  previous_name text;
  new_name text;
begin
  actor_id := coalesce(
    new.updated_by,
    new.created_by,
    (select auth.uid())
  );


  if tg_op = 'INSERT' then

    if new.assigned_to is not null then

      insert into public.conversation_assignment_history (
        organization_id,
        conversation_id,
        previous_user_id,
        new_user_id,
        changed_by
      )
      values (
        new.organization_id,
        new.id,
        null,
        new.assigned_to,
        actor_id
      );


      insert into public.conversation_user_state (
        organization_id,
        conversation_id,
        user_id
      )
      values (
        new.organization_id,
        new.id,
        new.assigned_to
      )
      on conflict (
        conversation_id,
        user_id
      )
      do nothing;


      insert into public.notifications (
        organization_id,
        user_id,
        type,
        title,
        message,
        entity_type,
        entity_id,
        payload
      )
      values (
        new.organization_id,
        new.assigned_to,
        'conversation.assigned',
        'Nova conversa atribuída',
        coalesce(
          new.subject,
          'Novo atendimento'
        ),
        'conversation',
        new.id,
        jsonb_build_object(
          'conversation_id',
          new.id,
          'lead_id',
          new.lead_id,
          'channel',
          new.channel
        )
      );

    end if;

    return new;
  end if;


  if new.assigned_to is not distinct from
     old.assigned_to then

    return new;

  end if;


  insert into public.conversation_assignment_history (
    organization_id,
    conversation_id,
    previous_user_id,
    new_user_id,
    changed_by
  )
  values (
    new.organization_id,
    new.id,
    old.assigned_to,
    new.assigned_to,
    actor_id
  );


  if new.assigned_to is not null then

    insert into public.conversation_user_state (
      organization_id,
      conversation_id,
      user_id
    )
    values (
      new.organization_id,
      new.id,
      new.assigned_to
    )
    on conflict (
      conversation_id,
      user_id
    )
    do nothing;


    insert into public.notifications (
      organization_id,
      user_id,
      type,
      title,
      message,
      entity_type,
      entity_id,
      payload
    )
    values (
      new.organization_id,
      new.assigned_to,
      'conversation.transferred',
      'Conversa transferida',
      coalesce(
        new.subject,
        'Atendimento recebido'
      ),
      'conversation',
      new.id,
      jsonb_build_object(
        'conversation_id',
        new.id,
        'previous_user_id',
        old.assigned_to,
        'new_user_id',
        new.assigned_to
      )
    );

  end if;


  select full_name
  into previous_name
  from public.profiles
  where id = old.assigned_to;


  select full_name
  into new_name
  from public.profiles
  where id = new.assigned_to;


  insert into public.messages (
    organization_id,
    conversation_id,
    direction,
    message_type,
    body,
    sender_user_id,
    status,
    sent_at
  )
  values (
    new.organization_id,
    new.id,
    'internal',
    'system',
    format(
      'Atendimento transferido de %s para %s.',
      coalesce(
        nullif(previous_name, ''),
        'Sem responsável'
      ),
      coalesce(
        nullif(new_name, ''),
        'Sem responsável'
      )
    ),
    actor_id,
    'sent',
    now()
  );

  return new;
end;
$function$
"
private,record_lead_assignment_history,,"CREATE OR REPLACE FUNCTION private.record_lead_assignment_history()
 RETURNS trigger
 LANGUAGE plpgsql
 SECURITY DEFINER
 SET search_path TO ''
AS $function$
begin
  if tg_op = 'INSERT' then
    if new.assigned_to is not null then
      insert into public.lead_assignment_history (
        organization_id,
        lead_id,
        previous_user_id,
        new_user_id,
        changed_by
      )
      values (
        new.organization_id,
        new.id,
        null,
        new.assigned_to,
        coalesce(
          new.updated_by,
          new.created_by,
          (select auth.uid())
        )
      );
    end if;

    return new;
  end if;

  if new.assigned_to is distinct from old.assigned_to then
    insert into public.lead_assignment_history (
      organization_id,
      lead_id,
      previous_user_id,
      new_user_id,
      changed_by
    )
    values (
      new.organization_id,
      new.id,
      old.assigned_to,
      new.assigned_to,
      coalesce(
        new.updated_by,
        (select auth.uid()),
        new.created_by
      )
    );
  end if;

  return new;
end;
$function$
"
